raw_csv_parameter_name,spline_evidence_label,spline_relationship_class,spline_nonlinear_advantage,v2_univariate_evidence_label,v2_univariate_shape,shap_percentile,gain_percentile,permutation_percentile,method_agreement,v3_broadscreen_best_rank,v3_confirmed_strong_count,v3_confirmed_moderate_count,v3_confirmed_best_incremental_r2,v3_tree_path_cooccurrence,cross_stage_best_evidence_label,n_independent_methods_supporting,is_marginal_evidence,is_nonlinear_evidence,is_conditional_evidence,is_interaction_related_evidence,is_cross_stage_evidence,evidence_tier
MEASURE_ET_DC_SEC_X_Ig_cut2_mAmm_neg_SD3p5,STRONG,SATURATION,True,STRONG,threshold,48.7,52.0,11.72,low_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_SEC_X_Ig_cut2_mAmm_pos,MODERATE,THRESHOLD,False,MODERATE,threshold,62.74,54.81,55.16,high_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_SEC_X_Ig_cut2_mAmm_pos_FPSD3p2,INCONCLUSIVE,FLAT,False,STRONG,threshold,45.96,36.14,39.58,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_SEC_X_Ig_cut2_mAmm_pos_SD3p5,MODERATE,U_SHAPED,True,INCONCLUSIVE,complex_nonmonotonic,57.4,61.61,61.12,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_SEC_X_Ig_cut3_mAmm_neg,WEAK,U_SHAPED,False,STRONG,threshold,56.84,67.02,66.74,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_SEC_X_Ig_cut3_mAmm_neg_FPSD3p2,STRONG,PROCESS_WINDOW,True,STRONG,threshold,76.91,78.81,68.49,moderate_agreement,232.0,0,0,,False,no_evidence,3,True,True,False,True,False,HIGH_EVIDENCE
MEASURE_ET_DC_SEC_X_Ig_cut3_mAmm_neg_SD3p5,WEAK,SATURATION,False,INCONCLUSIVE,complex_nonmonotonic,59.93,67.58,63.09,high_agreement,,0,0,,False,no_evidence,0,False,True,False,False,False,UNSUPPORTED
MEASURE_ET_DC_SEC_X_Ig_cut3_mAmm_pos,INCONCLUSIVE,FLAT,False,MODERATE,threshold,52.84,57.96,50.46,high_agreement,265.0,0,0,,False,no_evidence,2,True,True,False,True,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_SEC_X_Ig_cut3_mAmm_pos_FPSD3p2,STRONG,COMPLEX_NONLINEAR,True,INCONCLUSIVE,complex_nonmonotonic,74.32,69.47,81.19,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_SEC_X_Ig_cut3_mAmm_pos_SD3p5,STRONG,SATURATION,False,INCONCLUSIVE,complex_nonmonotonic,61.19,63.02,1.68,low_agreement,244.0,0,0,,False,no_evidence,2,True,True,False,True,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_SEC_X_Ig_mAmm_at_Vg_cond_neg,MODERATE,MONOTONIC_POSITIVE,False,MODERATE,monotonic,95.44,91.16,93.89,high_agreement,,0,1,0.0167,True,no_evidence,6,True,False,True,True,False,HIGH_EVIDENCE
MEASURE_ET_DC_SEC_X_Ig_mAmm_at_Vg_cond_neg_FPSD3p2,INCONCLUSIVE,FLAT,False,STRONG,threshold,31.65,26.88,34.18,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_SEC_X_Ig_mAmm_at_Vg_cond_neg_SD3p5,INCONCLUSIVE,FLAT,True,STRONG,threshold,36.56,34.18,48.7,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_SEC_X_Ig_mAmm_at_Vg_cond_pos,INCONCLUSIVE,FLAT,False,INCONCLUSIVE,complex_nonmonotonic,56.98,66.88,45.68,moderate_agreement,,0,0,,False,no_evidence,0,False,True,False,False,False,UNSUPPORTED
MEASURE_ET_DC_SEC_X_Ig_mAmm_at_Vg_cond_pos_FPSD3p2,INCONCLUSIVE,FLAT,False,WEAK,monotonic,40.07,51.65,9.05,low_agreement,,0,0,,False,no_evidence,0,False,False,False,False,False,UNSUPPORTED
MEASURE_ET_DC_SEC_X_Ig_mAmm_at_Vg_cond_pos_SD3p5,STRONG,THRESHOLD,False,WEAK,complex_nonmonotonic,38.88,33.61,3.86,low_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_SEC_X_Ron,STRONG,SATURATION,False,MODERATE,threshold,56.63,55.58,68.98,moderate_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_SEC_X_Ron_FPSD3p2,INCONCLUSIVE,FLAT,True,STRONG,complex_nonmonotonic,46.25,58.25,55.23,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_SEC_X_Ron_SD3p5,STRONG,THRESHOLD,False,INCONCLUSIVE,complex_nonmonotonic,52.7,59.72,8.7,low_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_SEC_X_Vboff_Id,WEAK,THRESHOLD,False,STRONG,threshold,90.11,79.23,88.21,moderate_agreement,,0,0,0.005,True,no_evidence,3,True,True,False,True,False,HIGH_EVIDENCE
MEASURE_ET_DC_SEC_X_Vboff_Id_FPSD3p2,STRONG,THRESHOLD,True,INCONCLUSIVE,inverted_U,82.18,61.05,71.86,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_SEC_X_Vboff_Id_plus_Ig,MODERATE,U_SHAPED,True,INCONCLUSIVE,U_shape,25.05,23.51,39.23,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_SEC_X_Vboff_Id_plus_Ig_FPSD3p2,STRONG,PROCESS_WINDOW,True,STRONG,threshold,37.96,32.49,52.98,moderate_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_SEC_X_Vboff_Id_plus_Ig_SD3p5,STRONG,THRESHOLD,False,MODERATE,monotonic,14.67,17.33,44.77,moderate_agreement,,0,0,,False,no_evidence,2,True,False,False,False,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_SEC_X_Vboff_Id_SD3p5,STRONG,SATURATION,False,WEAK,complex_nonmonotonic,27.65,32.77,40.21,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_SEC_X_Vg_at_I1_neg,MODERATE,THRESHOLD,False,INCONCLUSIVE,threshold,31.02,25.05,43.44,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_SEC_X_Vg_at_I1_neg_FPSD3p2,INCONCLUSIVE,FLAT,False,MODERATE,threshold,19.65,13.33,31.93,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_SEC_X_Vg_at_I1_neg_SD3p5,STRONG,U_SHAPED,True,WEAK,U_shape,64.77,67.93,63.44,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_SEC_X_Vg_at_I1_pos,INCONCLUSIVE,FLAT,False,MODERATE,monotonic,51.51,60.7,59.3,high_agreement,,0,0,,False,no_evidence,1,True,False,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_SEC_X_Vg_at_I1_pos_FPSD3p2,STRONG,INVERTED_U,True,INCONCLUSIVE,threshold,71.37,77.89,81.82,moderate_agreement,273.0,0,0,,False,no_evidence,2,True,True,False,True,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_SEC_X_Vg_at_I1_pos_SD3p5,STRONG,SATURATION,True,STRONG,threshold,96.63,96.7,96.84,high_agreement,,0,0,,False,no_evidence,4,True,True,False,False,False,HIGH_EVIDENCE
MEASURE_ET_DC_SEC_X_Vg_at_I2_neg,WEAK,THRESHOLD,False,INCONCLUSIVE,complex_nonmonotonic,68.49,64.0,62.18,high_agreement,201.0,0,0,,False,no_evidence,1,False,True,False,True,False,LOW_EVIDENCE
MEASURE_ET_DC_SEC_X_Vg_at_I2_neg_FPSD3p2,STRONG,THRESHOLD,False,MODERATE,threshold,73.26,58.95,69.75,moderate_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_SEC_X_Vg_at_I2_neg_SD3p5,STRONG,SATURATION,True,MODERATE,threshold,60.7,63.86,65.61,high_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_SEC_X_Vg_at_I2_pos,STRONG,SATURATION,True,INCONCLUSIVE,U_shape,22.6,42.04,41.75,moderate_agreement,142.0,0,0,,False,no_evidence,2,True,True,False,True,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_SEC_X_Vg_at_I2_pos_FPSD3p2,STRONG,COMPLEX_NONLINEAR,True,STRONG,complex_nonmonotonic,33.89,27.93,48.42,moderate_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_SEC_X_Vg_at_I2_pos_SD3p5,STRONG,SATURATION,False,INCONCLUSIVE,complex_nonmonotonic,44.21,40.42,40.14,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_SEC_X_Vg_at_I3_neg,WEAK,THRESHOLD,True,MODERATE,complex_nonmonotonic,44.98,48.91,8.77,low_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_SEC_X_Vg_at_I3_neg_FPSD3p2,INCONCLUSIVE,FLAT,False,MODERATE,threshold,53.33,52.98,37.12,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_SEC_X_Vg_at_I3_neg_SD3p5,STRONG,COMPLEX_NONLINEAR,True,WEAK,complex_nonmonotonic,66.88,50.6,56.7,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_SEC_X_Vg_at_I3_pos,STRONG,U_SHAPED,True,INCONCLUSIVE,complex_nonmonotonic,92.07,82.53,90.11,high_agreement,,0,1,0.0294,True,no_evidence,5,True,True,True,True,False,HIGH_EVIDENCE
MEASURE_ET_DC_SEC_X_Vg_at_I3_pos_FPSD3p2,STRONG,U_SHAPED,True,INCONCLUSIVE,U_shape,10.32,10.32,31.16,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_SEC_X_Vg_at_I3_pos_SD3p5,WEAK,THRESHOLD,False,MODERATE,threshold,40.28,36.0,4.35,low_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_SEC_X_Vp_0p7_mA_mm,STRONG,THRESHOLD,False,WEAK,complex_nonmonotonic,23.65,24.0,18.25,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm,STRONG,SATURATION,False,WEAK,complex_nonmonotonic,10.32,10.32,31.16,moderate_agreement,28.0,1,0,0.1536,False,no_evidence,3,True,True,True,True,False,HIGH_EVIDENCE
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm_first,STRONG,U_SHAPED,True,STRONG,complex_nonmonotonic,10.32,10.32,31.16,moderate_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm_first_FPSD3p2,MODERATE,THRESHOLD,False,INCONCLUSIVE,complex_nonmonotonic,15.09,11.02,18.32,high_agreement,194.0,0,0,,False,no_evidence,2,True,True,False,True,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm_first_SD3p5,STRONG,THRESHOLD,False,INCONCLUSIVE,complex_nonmonotonic,15.93,16.14,16.98,high_agreement,171.0,0,0,,False,no_evidence,2,True,True,False,True,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm_second,MODERATE,THRESHOLD,False,INCONCLUSIVE,complex_nonmonotonic,10.32,10.32,31.16,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm_second_FPSD3p2,INCONCLUSIVE,FLAT,False,WEAK,complex_nonmonotonic,10.32,10.32,31.16,moderate_agreement,255.0,0,0,,False,no_evidence,1,False,True,False,True,False,LOW_EVIDENCE
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm_second_SD3p5,MODERATE,THRESHOLD,False,INCONCLUSIVE,U_shape,28.21,47.79,44.56,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_SMALL_Gm_0,STRONG,THRESHOLD,True,MODERATE,complex_nonmonotonic,10.32,10.32,31.16,moderate_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_SMALL_Gm_m0p2,STRONG,SATURATION,True,WEAK,complex_nonmonotonic,76.35,83.79,84.91,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_SMALL_Gm_max,STRONG,COMPLEX_NONLINEAR,True,MODERATE,complex_nonmonotonic,58.18,62.74,64.28,high_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_SMALL_Id_gm_max,STRONG,COMPLEX_NONLINEAR,True,WEAK,complex_nonmonotonic,23.86,22.46,34.32,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_SMALL_Ids_m0p2,STRONG,COMPLEX_NONLINEAR,True,INCONCLUSIVE,complex_nonmonotonic,99.09,98.74,99.09,high_agreement,96.0,4,1,0.1213,True,no_evidence,6,True,True,True,True,False,HIGH_EVIDENCE
MEASURE_ET_DC_SMALL_Idss,STRONG,COMPLEX_NONLINEAR,True,STRONG,complex_nonmonotonic,26.74,28.63,10.46,moderate_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_SMALL_Imax,STRONG,COMPLEX_NONLINEAR,True,MODERATE,complex_nonmonotonic,10.32,10.32,31.16,moderate_agreement,249.0,0,0,,False,no_evidence,3,True,True,False,True,False,HIGH_EVIDENCE
MEASURE_ET_DC_SMALL_n_gd,INCONCLUSIVE,FLAT,False,STRONG,threshold,40.77,48.14,46.95,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_SMALL_n_gs,STRONG,THRESHOLD,False,MODERATE,threshold,54.04,59.79,66.18,moderate_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_SMALL_Vbgd_0p01,STRONG,U_SHAPED,True,INCONCLUSIVE,complex_nonmonotonic,40.49,47.51,44.98,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_SMALL_Vbgd_0p1,STRONG,INVERTED_U,True,WEAK,complex_nonmonotonic,40.0,28.77,53.19,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_SMALL_Vbgd1,STRONG,U_SHAPED,True,WEAK,complex_nonmonotonic,77.4,89.4,71.93,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_SMALL_Vbgs_0p01,STRONG,SATURATION,True,INCONCLUSIVE,complex_nonmonotonic,92.35,90.74,90.25,high_agreement,,0,0,,False,no_evidence,3,True,True,False,False,False,HIGH_EVIDENCE
MEASURE_ET_DC_SMALL_Vbgs_0p1,MODERATE,SATURATION,False,INCONCLUSIVE,complex_nonmonotonic,80.7,79.79,86.11,high_agreement,155.0,0,0,,False,no_evidence,2,True,True,False,True,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_SMALL_Vbgs1,MODERATE,SATURATION,False,MODERATE,threshold,46.39,44.21,64.35,moderate_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_SMALL_Vbin_gd,MODERATE,THRESHOLD,True,INCONCLUSIVE,complex_nonmonotonic,55.72,60.91,67.16,moderate_agreement,96.0,0,0,,False,no_evidence,2,True,True,False,True,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_SMALL_Vbin_gs,WEAK,SATURATION,False,WEAK,complex_nonmonotonic,78.25,77.05,71.79,high_agreement,295.0,0,0,,False,no_evidence,1,False,True,False,True,False,LOW_EVIDENCE
MEASURE_ET_DC_SMALL_Vboff,MODERATE,U_SHAPED,True,WEAK,complex_nonmonotonic,62.95,62.11,61.47,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_SMALL_Vdg_max,MODERATE,SATURATION,False,STRONG,threshold,39.65,40.28,58.95,moderate_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_SMALL_Vdg_max_0p1,WEAK,THRESHOLD,False,STRONG,complex_nonmonotonic,89.54,91.65,90.6,high_agreement,298.0,0,0,,False,no_evidence,3,True,True,False,True,False,HIGH_EVIDENCE
MEASURE_ET_DC_SMALL_Vds_max,MODERATE,SATURATION,False,WEAK,threshold,82.67,86.53,77.75,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_SMALL_Vds_max_0p1,STRONG,SATURATION,False,INCONCLUSIVE,U_shape,24.56,14.74,14.04,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_SMALL_Vg_gm_max,WEAK,COMPLEX_NONLINEAR,True,STRONG,complex_nonmonotonic,64.14,75.37,70.81,moderate_agreement,200.0,1,0,0.09,False,no_evidence,3,True,True,True,True,False,HIGH_EVIDENCE
MEASURE_ET_DC_SMALL_Vg_max_Vd,STRONG,COMPLEX_NONLINEAR,True,STRONG,complex_nonmonotonic,53.89,56.98,60.63,high_agreement,186.0,0,0,,False,no_evidence,3,True,True,False,True,False,HIGH_EVIDENCE
MEASURE_ET_DC_SMALL_Vg_max_Vd_0p1,INCONCLUSIVE,FLAT,False,MODERATE,threshold,54.46,47.58,9.47,low_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_SMALL_Vg_optt,INCONCLUSIVE,FLAT,False,MODERATE,threshold,39.58,50.53,58.04,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_SMALL_Vp_01,WEAK,SATURATION,False,STRONG,complex_nonmonotonic,82.04,82.81,74.18,high_agreement,77.0,0,0,,False,no_evidence,2,True,True,False,True,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_SMALL_Vp_1,STRONG,THRESHOLD,True,INCONCLUSIVE,complex_nonmonotonic,75.44,74.32,72.21,high_agreement,84.0,0,0,,False,no_evidence,2,True,True,False,True,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_SMALL_Vt_gd,STRONG,THRESHOLD,False,INCONCLUSIVE,complex_nonmonotonic,47.51,38.18,57.4,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_SMALL_Vt_gs,MODERATE,SATURATION,False,WEAK,complex_nonmonotonic,58.25,58.53,57.61,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_Stress_Gm_max_after,STRONG,COMPLEX_NONLINEAR,True,MODERATE,complex_nonmonotonic,43.65,43.51,35.51,high_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_Stress_Gm_max_before,STRONG,COMPLEX_NONLINEAR,True,MODERATE,complex_nonmonotonic,76.77,83.37,80.21,high_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_Stress_Id_gm_max_after,STRONG,COMPLEX_NONLINEAR,True,STRONG,complex_nonmonotonic,38.74,41.4,2.88,low_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_Stress_Id_gm_max_before,STRONG,COMPLEX_NONLINEAR,True,INCONCLUSIVE,complex_nonmonotonic,72.14,84.49,76.98,moderate_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_Stress_Id_max_Ig_after,STRONG,COMPLEX_NONLINEAR,True,MODERATE,complex_nonmonotonic,95.51,96.98,96.7,high_agreement,,0,0,,False,no_evidence,4,True,True,False,False,False,HIGH_EVIDENCE
MEASURE_ET_DC_Stress_Id_max_Ig_before,WEAK,SATURATION,True,STRONG,threshold,55.37,64.84,16.56,low_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_Stress_Id_stress_after,STRONG,SATURATION,True,MODERATE,threshold,49.75,42.95,50.04,high_agreement,216.0,0,0,,False,no_evidence,3,True,True,False,True,False,HIGH_EVIDENCE
MEASURE_ET_DC_Stress_Id_stress_before,STRONG,SATURATION,True,STRONG,complex_nonmonotonic,99.93,99.79,99.93,high_agreement,204.0,7,0,0.1218,True,no_evidence,7,True,True,True,True,False,HIGH_EVIDENCE
MEASURE_ET_DC_Stress_Idss_after,MODERATE,COMPLEX_NONLINEAR,True,MODERATE,complex_nonmonotonic,38.67,42.25,17.12,moderate_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_Stress_Idss_before,STRONG,COMPLEX_NONLINEAR,True,INCONCLUSIVE,U_shape,10.32,10.32,31.16,moderate_agreement,201.0,0,0,,False,no_evidence,2,True,True,False,True,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_Stress_Ig_max_after,STRONG,COMPLEX_NONLINEAR,True,INCONCLUSIVE,U_shape,65.89,64.14,66.6,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_Stress_Ig_max_before,INCONCLUSIVE,FLAT,False,WEAK,threshold,18.39,17.96,15.37,high_agreement,,0,0,,False,no_evidence,0,False,True,False,False,False,UNSUPPORTED
MEASURE_ET_DC_Stress_Stress_time,WEAK,THRESHOLD,False,MODERATE,monotonic,54.53,42.67,59.72,moderate_agreement,,0,0,,False,no_evidence,1,True,False,False,False,False,LOW_EVIDENCE
MEASURE_ET_DC_Stress_Vd_stress,STRONG,SATURATION,False,STRONG,complex_nonmonotonic,74.18,76.14,77.05,high_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_Stress_Vg_gm_max_after,STRONG,COMPLEX_NONLINEAR,True,MODERATE,complex_nonmonotonic,10.32,10.32,31.16,moderate_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_Stress_Vg_gm_max_before,STRONG,COMPLEX_NONLINEAR,True,STRONG,complex_nonmonotonic,10.39,10.53,36.42,moderate_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_Stress_Vg_max_Ig_after,MODERATE,THRESHOLD,False,MODERATE,monotonic,43.72,49.19,3.3,low_agreement,,0,0,,False,no_evidence,2,True,False,False,False,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_Stress_Vg_max_Ig_before,INCONCLUSIVE,FLAT,False,INCONCLUSIVE,complex_nonmonotonic,45.33,51.02,40.91,high_agreement,,0,0,,False,no_evidence,0,False,True,False,False,False,UNSUPPORTED
MEASURE_ET_DC_Stress_Vp_after,STRONG,SATURATION,False,MODERATE,complex_nonmonotonic,89.19,91.58,92.14,high_agreement,269.0,1,0,0.1885,False,no_evidence,5,True,True,True,True,False,HIGH_EVIDENCE
MEASURE_ET_DC_Stress_Vp_before,STRONG,COMPLEX_NONLINEAR,True,INCONCLUSIVE,complex_nonmonotonic,23.16,22.18,34.74,high_agreement,284.0,0,0,,False,no_evidence,2,True,True,False,True,False,MEDIUM_EVIDENCE
MEASURE_ET_DC_Stress_Vp_delta,MODERATE,COMPLEX_NONLINEAR,True,INCONCLUSIVE,complex_nonmonotonic,19.16,15.44,16.14,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_Load_Pull_Freq,STRONG,THRESHOLD,False,MODERATE,threshold,36.35,46.95,4.14,low_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
MEASURE_ET_Load_Pull_Gain_comp_Last,STRONG,SATURATION,False,INCONCLUSIVE,complex_nonmonotonic,58.53,57.05,57.05,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_Load_Pull_GL_meas,WEAK,THRESHOLD,False,INCONCLUSIVE,complex_nonmonotonic,48.42,48.56,54.53,high_agreement,,0,0,,False,no_evidence,0,False,True,False,False,False,UNSUPPORTED
MEASURE_ET_Load_Pull_GL_set,MODERATE,COMPLEX_NONLINEAR,True,INCONCLUSIVE,complex_nonmonotonic,93.68,92.84,94.6,high_agreement,94.0,1,0,0.0985,False,no_evidence,5,True,True,True,True,False,HIGH_EVIDENCE
MEASURE_ET_Load_Pull_Gss,STRONG,COMPLEX_NONLINEAR,True,WEAK,complex_nonmonotonic,92.14,83.23,88.63,high_agreement,199.0,0,0,,False,no_evidence,3,True,True,False,True,False,HIGH_EVIDENCE
MEASURE_ET_Load_Pull_ID_comp_Last_mA,STRONG,U_SHAPED,False,STRONG,complex_nonmonotonic,76.28,84.84,81.61,high_agreement,,0,0,,False,no_evidence,2,True,True,False,False,False,MEDIUM_EVIDENCE
MEASURE_ET_Load_Pull_Id_ini,INCONCLUSIVE,FLAT,False,MODERATE,threshold,63.93,70.25,0.21,low_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_Load_Pull_Id_ord,STRONG,SATURATION,False,INCONCLUSIVE,complex_nonmonotonic,36.98,41.05,49.26,high_agreement,,0,0,-0.0115,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_Load_Pull_Id_SS,INCONCLUSIVE,FLAT,False,INCONCLUSIVE,monotonic,47.44,29.26,44.42,moderate_agreement,,0,0,,False,no_evidence,0,False,False,False,False,False,UNSUPPORTED
MEASURE_ET_Load_Pull_IG_comp_Last_uA,STRONG,THRESHOLD,False,WEAK,threshold,32.35,27.79,41.47,high_agreement,,0,0,,False,no_evidence,1,True,True,False,False,False,LOW_EVIDENCE
MEASURE_ET_Load_Pull_P.A.E_Last,INCONCLUSIVE,FLAT,False,INCONCLUSIVE,complex_nonmonotonic,37.19,43.37,7.16,low_agreement,,0,0,,False,no_evidence,0,False,True,False,False,False,UNSUPPORTED
